# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "assembly/annotation.gff" "-F" "gff" "-t" "CDS" "-g" "ID" "-o" "assembly/counts.txt" "assembly/contigs.bam" 
Geneid	Chr	Start	End	Strand	Length	assembly/contigs.bam
LIHFGKIE_00645	NODE_5_length_94944_cov_28.188289	77300	78121	+	822	172
LIHFGKIE_00646	NODE_5_length_94944_cov_28.188289	78137	79093	+	957	203
LIHFGKIE_00647	NODE_5_length_94944_cov_28.188289	79103	79957	+	855	193
LIHFGKIE_00648	NODE_5_length_94944_cov_28.188289	80014	81441	+	1428	423
LIHFGKIE_00649	NODE_5_length_94944_cov_28.188289	81698	82786	+	1089	329
LIHFGKIE_00650	NODE_5_length_94944_cov_28.188289	82786	83652	+	867	197
LIHFGKIE_00651	NODE_5_length_94944_cov_28.188289	83656	84480	+	825	158
LIHFGKIE_00652	NODE_5_length_94944_cov_28.188289	84464	85759	+	1296	332
LIHFGKIE_00653	NODE_5_length_94944_cov_28.188289	85813	87114	+	1302	408
LIHFGKIE_00654	NODE_5_length_94944_cov_28.188289	87233	88150	+	918	254
LIHFGKIE_00655	NODE_5_length_94944_cov_28.188289	88166	89110	+	945	216
LIHFGKIE_00656	NODE_5_length_94944_cov_28.188289	89243	89818	+	576	170
LIHFGKIE_00657	NODE_5_length_94944_cov_28.188289	89823	93503	+	3681	1143
LIHFGKIE_00658	NODE_5_length_94944_cov_28.188289	93617	94633	+	1017	283
LIHFGKIE_00659	NODE_6_length_92732_cov_12.577517	322	1719	-	1398	152
LIHFGKIE_00660	NODE_6_length_92732_cov_12.577517	1731	2255	-	525	32
LIHFGKIE_00661	NODE_6_length_92732_cov_12.577517	2264	3172	-	909	94
LIHFGKIE_00662	NODE_6_length_92732_cov_12.577517	3172	4488	-	1317	111
LIHFGKIE_00663	NODE_6_length_92732_cov_12.577517	4511	6622	-	2112	236
LIHFGKIE_00664	NODE_6_length_92732_cov_12.577517	6692	7540	-	849	81
LIHFGKIE_00665	NODE_6_length_92732_cov_12.577517	7602	8354	-	753	72
LIHFGKIE_00666	NODE_6_length_92732_cov_12.577517	8351	9190	-	840	68
LIHFGKIE_00667	NODE_6_length_92732_cov_12.577517	9211	10308	-	1098	109
LIHFGKIE_00668	NODE_6_length_92732_cov_12.577517	10253	10678	-	426	27
LIHFGKIE_00669	NODE_6_length_92732_cov_12.577517	10727	10957	-	231	8
LIHFGKIE_00670	NODE_6_length_92732_cov_12.577517	10960	11811	-	852	93
LIHFGKIE_00671	NODE_6_length_92732_cov_12.577517	11925	12590	+	666	69
LIHFGKIE_00672	NODE_6_length_92732_cov_12.577517	12627	13826	-	1200	123
LIHFGKIE_00673	NODE_6_length_92732_cov_12.577517	13915	14799	+	885	97
LIHFGKIE_00674	NODE_6_length_92732_cov_12.577517	14843	15343	-	501	46
LIHFGKIE_00675	NODE_6_length_92732_cov_12.577517	15569	16879	+	1311	149
LIHFGKIE_00676	NODE_6_length_92732_cov_12.577517	17164	17979	+	816	79
LIHFGKIE_00677	NODE_6_length_92732_cov_12.577517	18021	18785	-	765	82
LIHFGKIE_00678	NODE_6_length_92732_cov_12.577517	18817	19578	-	762	72
LIHFGKIE_00679	NODE_6_length_92732_cov_12.577517	19628	20131	-	504	43
LIHFGKIE_00680	NODE_6_length_92732_cov_12.577517	20154	20867	-	714	59
LIHFGKIE_00681	NODE_6_length_92732_cov_12.577517	20870	21265	-	396	17
LIHFGKIE_00682	NODE_6_length_92732_cov_12.577517	21225	21674	-	450	34
LIHFGKIE_00683	NODE_6_length_92732_cov_12.577517	21893	22144	-	252	35
LIHFGKIE_00684	NODE_6_length_92732_cov_12.577517	22164	22448	-	285	14
LIHFGKIE_00685	NODE_6_length_92732_cov_12.577517	22474	23256	-	783	88
LIHFGKIE_00686	NODE_6_length_92732_cov_12.577517	23296	23817	-	522	70
LIHFGKIE_00687	NODE_6_length_92732_cov_12.577517	24074	25456	-	1383	178
LIHFGKIE_00688	NODE_6_length_92732_cov_12.577517	25723	26301	-	579	63
LIHFGKIE_00689	NODE_6_length_92732_cov_12.577517	26427	26792	-	366	18
LIHFGKIE_00690	NODE_6_length_92732_cov_12.577517	26785	27087	-	303	2
LIHFGKIE_00691	NODE_6_length_92732_cov_12.577517	27099	27908	-	810	87
LIHFGKIE_00692	NODE_6_length_92732_cov_12.577517	28066	28524	+	459	45
LIHFGKIE_00693	NODE_6_length_92732_cov_12.577517	28528	29067	+	540	35
LIHFGKIE_00694	NODE_6_length_92732_cov_12.577517	29120	29455	-	336	31
LIHFGKIE_00695	NODE_6_length_92732_cov_12.577517	29594	31174	+	1581	179
LIHFGKIE_00696	NODE_6_length_92732_cov_12.577517	31336	32826	+	1491	168
LIHFGKIE_00697	NODE_6_length_92732_cov_12.577517	32867	34114	-	1248	160
LIHFGKIE_00698	NODE_6_length_92732_cov_12.577517	34195	34470	-	276	38
LIHFGKIE_00699	NODE_6_length_92732_cov_12.577517	34629	35936	-	1308	179
LIHFGKIE_00700	NODE_6_length_92732_cov_12.577517	36007	37215	-	1209	145
LIHFGKIE_00701	NODE_6_length_92732_cov_12.577517	37288	37959	-	672	86
LIHFGKIE_00702	NODE_6_length_92732_cov_12.577517	38011	38472	-	462	51
LIHFGKIE_00703	NODE_6_length_92732_cov_12.577517	38574	39263	-	690	94
LIHFGKIE_00704	NODE_6_length_92732_cov_12.577517	39481	40197	-	717	84
LIHFGKIE_00705	NODE_6_length_92732_cov_12.577517	40201	40791	-	591	48
LIHFGKIE_00706	NODE_6_length_92732_cov_12.577517	40781	41521	-	741	56
LIHFGKIE_00707	NODE_6_length_92732_cov_12.577517	41508	41870	-	363	15
LIHFGKIE_00708	NODE_6_length_92732_cov_12.577517	41879	42784	-	906	60
LIHFGKIE_00709	NODE_6_length_92732_cov_12.577517	42771	43664	-	894	68
LIHFGKIE_00710	NODE_6_length_92732_cov_12.577517	43791	45560	-	1770	230
LIHFGKIE_00711	NODE_6_length_92732_cov_12.577517	45594	46556	-	963	142
LIHFGKIE_00712	NODE_6_length_92732_cov_12.577517	46724	49831	-	3108	360
LIHFGKIE_00713	NODE_6_length_92732_cov_12.577517	49947	50165	+	219	6
LIHFGKIE_00714	NODE_6_length_92732_cov_12.577517	50227	51783	-	1557	197
LIHFGKIE_00715	NODE_6_length_92732_cov_12.577517	51843	52031	-	189	25
LIHFGKIE_00716	NODE_6_length_92732_cov_12.577517	52134	52346	-	213	13
LIHFGKIE_00717	NODE_6_length_92732_cov_12.577517	52389	53183	-	795	76
LIHFGKIE_00718	NODE_6_length_92732_cov_12.577517	53180	54118	-	939	74
LIHFGKIE_00719	NODE_6_length_92732_cov_12.577517	54136	56052	-	1917	184
LIHFGKIE_00720	NODE_6_length_92732_cov_12.577517	56068	57372	-	1305	142
LIHFGKIE_00721	NODE_6_length_92732_cov_12.577517	57451	59253	-	1803	212
LIHFGKIE_00722	NODE_6_length_92732_cov_12.577517	59393	60007	+	615	72
LIHFGKIE_00723	NODE_6_length_92732_cov_12.577517	60105	61490	+	1386	135
LIHFGKIE_00724	NODE_6_length_92732_cov_12.577517	61557	62522	-	966	106
LIHFGKIE_00725	NODE_6_length_92732_cov_12.577517	62589	63401	-	813	98
LIHFGKIE_00726	NODE_6_length_92732_cov_12.577517	63450	64286	-	837	101
LIHFGKIE_00727	NODE_6_length_92732_cov_12.577517	64801	65991	-	1191	145
LIHFGKIE_00728	NODE_6_length_92732_cov_12.577517	66470	67654	+	1185	146
LIHFGKIE_00729	NODE_6_length_92732_cov_12.577517	67720	69573	-	1854	217
LIHFGKIE_00730	NODE_6_length_92732_cov_12.577517	69579	70865	-	1287	154
LIHFGKIE_00731	NODE_6_length_92732_cov_12.577517	71161	71598	-	438	59
LIHFGKIE_00732	NODE_6_length_92732_cov_12.577517	71598	73838	-	2241	247
LIHFGKIE_00733	NODE_6_length_92732_cov_12.577517	73853	74215	-	363	21
LIHFGKIE_00734	NODE_6_length_92732_cov_12.577517	74271	75215	-	945	126
LIHFGKIE_00735	NODE_6_length_92732_cov_12.577517	75276	75785	+	510	55
LIHFGKIE_00736	NODE_6_length_92732_cov_12.577517	76181	77527	-	1347	181
LIHFGKIE_00737	NODE_6_length_92732_cov_12.577517	77691	78629	+	939	125
LIHFGKIE_00738	NODE_6_length_92732_cov_12.577517	78677	79003	+	327	32
LIHFGKIE_00739	NODE_6_length_92732_cov_12.577517	79107	79238	+	132	11
LIHFGKIE_00740	NODE_6_length_92732_cov_12.577517	79304	79684	-	381	34
LIHFGKIE_00741	NODE_6_length_92732_cov_12.577517	79842	80399	+	558	59
LIHFGKIE_00742	NODE_6_length_92732_cov_12.577517	80403	82112	+	1710	179
LIHFGKIE_00743	NODE_6_length_92732_cov_12.577517	82105	82938	+	834	84
LIHFGKIE_00744	NODE_6_length_92732_cov_12.577517	82956	83117	-	162	1
LIHFGKIE_00745	NODE_6_length_92732_cov_12.577517	83147	83602	-	456	59
LIHFGKIE_00746	NODE_6_length_92732_cov_12.577517	83938	85479	-	1542	194
LIHFGKIE_00747	NODE_6_length_92732_cov_12.577517	85469	86383	-	915	101
LIHFGKIE_00748	NODE_6_length_92732_cov_12.577517	86384	86677	-	294	8
LIHFGKIE_00749	NODE_6_length_92732_cov_12.577517	86667	87722	-	1056	114
LIHFGKIE_00750	NODE_6_length_92732_cov_12.577517	87803	88594	-	792	80
LIHFGKIE_00751	NODE_6_length_92732_cov_12.577517	88676	90145	-	1470	172
LIHFGKIE_00752	NODE_6_length_92732_cov_12.577517	90162	90860	-	699	117
LIHFGKIE_00753	NODE_6_length_92732_cov_12.577517	91113	92429	-	1317	170
LIHFGKIE_00754	NODE_7_length_92150_cov_29.330830	169	1941	-	1773	501
LIHFGKIE_00755	NODE_7_length_92150_cov_29.330830	2047	2559	+	513	100
LIHFGKIE_00756	NODE_7_length_92150_cov_29.330830	2602	4068	-	1467	366
LIHFGKIE_00761	NODE_7_length_92150_cov_29.330830	4556	5056	-	501	133
LIHFGKIE_00762	NODE_7_length_92150_cov_29.330830	5059	6408	-	1350	318
LIHFGKIE_00763	NODE_7_length_92150_cov_29.330830	6492	7526	-	1035	259
LIHFGKIE_00764	NODE_7_length_92150_cov_29.330830	7927	9300	+	1374	350
LIHFGKIE_00765	NODE_7_length_92150_cov_29.330830	9385	10419	+	1035	225
LIHFGKIE_00766	NODE_7_length_92150_cov_29.330830	10394	10795	-	402	62
LIHFGKIE_00767	NODE_7_length_92150_cov_29.330830	10904	11614	+	711	166
LIHFGKIE_00768	NODE_7_length_92150_cov_29.330830	11684	12604	-	921	227
LIHFGKIE_00769	NODE_7_length_92150_cov_29.330830	12629	14059	-	1431	356
LIHFGKIE_00770	NODE_7_length_92150_cov_29.330830	14064	15503	-	1440	390
LIHFGKIE_00771	NODE_7_length_92150_cov_29.330830	15503	15811	-	309	19
LIHFGKIE_00772	NODE_7_length_92150_cov_29.330830	15823	16971	-	1149	267
LIHFGKIE_00773	NODE_7_length_92150_cov_29.330830	16984	18990	-	2007	489
LIHFGKIE_00774	NODE_7_length_92150_cov_29.330830	19025	21271	-	2247	627
LIHFGKIE_00775	NODE_7_length_92150_cov_29.330830	21357	22004	-	648	214
LIHFGKIE_00777	NODE_7_length_92150_cov_29.330830	22251	22709	-	459	155
LIHFGKIE_00778	NODE_7_length_92150_cov_29.330830	22769	23467	-	699	163
LIHFGKIE_00779	NODE_7_length_92150_cov_29.330830	23470	24900	-	1431	342
LIHFGKIE_00780	NODE_7_length_92150_cov_29.330830	24902	26056	-	1155	303
LIHFGKIE_00781	NODE_7_length_92150_cov_29.330830	26146	28815	-	2670	729
LIHFGKIE_00782	NODE_7_length_92150_cov_29.330830	29002	29832	-	831	214
LIHFGKIE_00783	NODE_7_length_92150_cov_29.330830	29829	31307	-	1479	358
LIHFGKIE_00784	NODE_7_length_92150_cov_29.330830	31394	32485	-	1092	266
LIHFGKIE_00785	NODE_7_length_92150_cov_29.330830	32496	33227	-	732	120
LIHFGKIE_00786	NODE_7_length_92150_cov_29.330830	33354	33740	+	387	81
LIHFGKIE_00787	NODE_7_length_92150_cov_29.330830	33788	34489	-	702	167
LIHFGKIE_00788	NODE_7_length_92150_cov_29.330830	34577	35692	-	1116	332
LIHFGKIE_00789	NODE_7_length_92150_cov_29.330830	35803	37419	-	1617	452
LIHFGKIE_00790	NODE_7_length_92150_cov_29.330830	37723	38874	-	1152	355
LIHFGKIE_00791	NODE_7_length_92150_cov_29.330830	39023	39727	-	705	192
LIHFGKIE_00792	NODE_7_length_92150_cov_29.330830	39879	40100	+	222	38
LIHFGKIE_00793	NODE_7_length_92150_cov_29.330830	40154	40447	+	294	21
LIHFGKIE_00794	NODE_7_length_92150_cov_29.330830	40437	40745	+	309	50
LIHFGKIE_00795	NODE_7_length_92150_cov_29.330830	40876	43257	+	2382	763
LIHFGKIE_00796	NODE_7_length_92150_cov_29.330830	43544	43642	+	99	29
LIHFGKIE_00797	NODE_7_length_92150_cov_29.330830	43663	43959	+	297	78
LIHFGKIE_00798	NODE_7_length_92150_cov_29.330830	45220	45675	-	456	142
LIHFGKIE_00801	NODE_7_length_92150_cov_29.330830	46433	47800	-	1368	421
LIHFGKIE_00802	NODE_7_length_92150_cov_29.330830	48008	48256	-	249	44
LIHFGKIE_00803	NODE_7_length_92150_cov_29.330830	48253	48573	-	321	77
LIHFGKIE_00804	NODE_7_length_92150_cov_29.330830	48726	50201	-	1476	515
LIHFGKIE_00805	NODE_7_length_92150_cov_29.330830	50530	51366	-	837	214
LIHFGKIE_00806	NODE_7_length_92150_cov_29.330830	51516	52199	+	684	140
LIHFGKIE_00807	NODE_7_length_92150_cov_29.330830	52186	53175	+	990	226
LIHFGKIE_00808	NODE_7_length_92150_cov_29.330830	53230	54402	-	1173	333
LIHFGKIE_00810	NODE_7_length_92150_cov_29.330830	54802	55488	-	687	168
LIHFGKIE_00811	NODE_7_length_92150_cov_29.330830	55536	56195	-	660	130
LIHFGKIE_00812	NODE_7_length_92150_cov_29.330830	56264	56794	-	531	110
LIHFGKIE_00813	NODE_7_length_92150_cov_29.330830	56861	57436	-	576	126
LIHFGKIE_00814	NODE_7_length_92150_cov_29.330830	57513	58577	-	1065	311
LIHFGKIE_00815	NODE_7_length_92150_cov_29.330830	58739	59410	-	672	275
LIHFGKIE_00816	NODE_7_length_92150_cov_29.330830	59778	60011	-	234	46
LIHFGKIE_00817	NODE_7_length_92150_cov_29.330830	59953	60594	-	642	188
LIHFGKIE_00818	NODE_7_length_92150_cov_29.330830	60813	60929	+	117	32
LIHFGKIE_00819	NODE_7_length_92150_cov_29.330830	60981	61853	-	873	255
LIHFGKIE_00820	NODE_7_length_92150_cov_29.330830	61997	62197	+	201	50
LIHFGKIE_00821	NODE_7_length_92150_cov_29.330830	62244	62474	-	231	30
LIHFGKIE_00822	NODE_7_length_92150_cov_29.330830	62571	62966	+	396	78
LIHFGKIE_00823	NODE_7_length_92150_cov_29.330830	63018	63620	-	603	118
LIHFGKIE_00824	NODE_7_length_92150_cov_29.330830	63761	64168	+	408	120
LIHFGKIE_00826	NODE_7_length_92150_cov_29.330830	64537	65295	-	759	254
LIHFGKIE_00827	NODE_7_length_92150_cov_29.330830	65420	65791	-	372	63
LIHFGKIE_00828	NODE_7_length_92150_cov_29.330830	65837	68074	-	2238	500
LIHFGKIE_00829	NODE_7_length_92150_cov_29.330830	68084	69412	-	1329	328
LIHFGKIE_00830	NODE_7_length_92150_cov_29.330830	69417	71237	-	1821	510
LIHFGKIE_00831	NODE_7_length_92150_cov_29.330830	71443	73101	+	1659	600
LIHFGKIE_00832	NODE_7_length_92150_cov_29.330830	73192	73605	-	414	105
LIHFGKIE_00833	NODE_7_length_92150_cov_29.330830	73755	73982	-	228	47
LIHFGKIE_00834	NODE_7_length_92150_cov_29.330830	74069	74800	-	732	180
LIHFGKIE_00835	NODE_7_length_92150_cov_29.330830	74960	76129	-	1170	345
LIHFGKIE_00836	NODE_7_length_92150_cov_29.330830	76132	76584	-	453	66
LIHFGKIE_00837	NODE_7_length_92150_cov_29.330830	76600	78381	-	1782	512
LIHFGKIE_00838	NODE_7_length_92150_cov_29.330830	78516	80570	-	2055	514
LIHFGKIE_00839	NODE_7_length_92150_cov_29.330830	80671	82482	-	1812	587
LIHFGKIE_00840	NODE_7_length_92150_cov_29.330830	82679	85303	-	2625	922
LIHFGKIE_00841	NODE_7_length_92150_cov_29.330830	85616	86989	+	1374	378
LIHFGKIE_00842	NODE_7_length_92150_cov_29.330830	87008	87538	-	531	124
LIHFGKIE_00843	NODE_7_length_92150_cov_29.330830	87647	88528	+	882	201
LIHFGKIE_00844	NODE_7_length_92150_cov_29.330830	88571	88939	-	369	57
LIHFGKIE_00845	NODE_7_length_92150_cov_29.330830	88943	89863	-	921	255
LIHFGKIE_00846	NODE_7_length_92150_cov_29.330830	89892	90701	-	810	213
LIHFGKIE_00847	NODE_7_length_92150_cov_29.330830	90723	91730	-	1008	295
LIHFGKIE_00849	NODE_8_length_89732_cov_20.938943	5535	6131	+	597	130
LIHFGKIE_00850	NODE_8_length_89732_cov_20.938943	6251	7132	-	882	111
LIHFGKIE_00851	NODE_8_length_89732_cov_20.938943	7150	7464	-	315	53
LIHFGKIE_00852	NODE_8_length_89732_cov_20.938943	7634	7801	+	168	30
LIHFGKIE_00853	NODE_8_length_89732_cov_20.938943	7860	8837	-	978	188
LIHFGKIE_00854	NODE_8_length_89732_cov_20.938943	8971	9183	+	213	52
LIHFGKIE_00855	NODE_8_length_89732_cov_20.938943	9351	10682	-	1332	249
LIHFGKIE_00856	NODE_8_length_89732_cov_20.938943	10782	11246	+	465	69
LIHFGKIE_00857	NODE_8_length_89732_cov_20.938943	11285	12532	+	1248	185
LIHFGKIE_00858	NODE_8_length_89732_cov_20.938943	12688	13665	+	978	182
LIHFGKIE_00859	NODE_8_length_89732_cov_20.938943	13773	15107	+	1335	234
LIHFGKIE_00860	NODE_8_length_89732_cov_20.938943	15164	16477	-	1314	292
LIHFGKIE_00861	NODE_8_length_89732_cov_20.938943	16765	17412	-	648	141
LIHFGKIE_00862	NODE_8_length_89732_cov_20.938943	17432	17752	-	321	56
LIHFGKIE_00863	NODE_8_length_89732_cov_20.938943	18103	18330	-	228	66
LIHFGKIE_00864	NODE_8_length_89732_cov_20.938943	18473	19129	-	657	113
LIHFGKIE_00865	NODE_8_length_89732_cov_20.938943	19139	20350	-	1212	172
LIHFGKIE_00866	NODE_8_length_89732_cov_20.938943	20343	21086	-	744	122
LIHFGKIE_00867	NODE_8_length_89732_cov_20.938943	21177	21608	+	432	67
LIHFGKIE_00868	NODE_8_length_89732_cov_20.938943	21618	21974	+	357	55
LIHFGKIE_00869	NODE_8_length_89732_cov_20.938943	22093	22989	+	897	191
LIHFGKIE_00870	NODE_8_length_89732_cov_20.938943	23097	23558	-	462	84
LIHFGKIE_00871	NODE_8_length_89732_cov_20.938943	23667	25145	-	1479	282
LIHFGKIE_00872	NODE_8_length_89732_cov_20.938943	25507	26286	-	780	137
LIHFGKIE_00873	NODE_8_length_89732_cov_20.938943	26311	26796	-	486	71
LIHFGKIE_00874	NODE_8_length_89732_cov_20.938943	26913	27890	-	978	177
LIHFGKIE_00875	NODE_8_length_89732_cov_20.938943	27883	30378	-	2496	383
LIHFGKIE_00876	NODE_8_length_89732_cov_20.938943	30359	31576	-	1218	165
LIHFGKIE_00877	NODE_8_length_89732_cov_20.938943	31585	31935	-	351	29
LIHFGKIE_00878	NODE_8_length_89732_cov_20.938943	31952	34009	-	2058	375
LIHFGKIE_00879	NODE_8_length_89732_cov_20.938943	34097	34954	+	858	166
LIHFGKIE_00880	NODE_8_length_89732_cov_20.938943	35009	37381	-	2373	411
LIHFGKIE_00881	NODE_8_length_89732_cov_20.938943	37398	38003	-	606	117
LIHFGKIE_00882	NODE_8_length_89732_cov_20.938943	38435	39187	+	753	188
LIHFGKIE_00883	NODE_8_length_89732_cov_20.938943	39325	40143	-	819	178
LIHFGKIE_00884	NODE_8_length_89732_cov_20.938943	40240	41349	+	1110	193
LIHFGKIE_00885	NODE_8_length_89732_cov_20.938943	41346	42455	-	1110	199
LIHFGKIE_00886	NODE_8_length_89732_cov_20.938943	42673	43101	-	429	118
LIHFGKIE_00887	NODE_8_length_89732_cov_20.938943	43707	45038	-	1332	216
LIHFGKIE_00888	NODE_8_length_89732_cov_20.938943	45160	45690	-	531	93
LIHFGKIE_00889	NODE_8_length_89732_cov_20.938943	45836	46354	-	519	107
LIHFGKIE_00890	NODE_8_length_89732_cov_20.938943	46457	47089	-	633	123
LIHFGKIE_00891	NODE_8_length_89732_cov_20.938943	47175	47498	-	324	54
LIHFGKIE_00892	NODE_8_length_89732_cov_20.938943	47532	47795	-	264	41
LIHFGKIE_00893	NODE_8_length_89732_cov_20.938943	47903	48154	-	252	67
LIHFGKIE_00894	NODE_8_length_89732_cov_20.938943	48376	49155	-	780	157
LIHFGKIE_00895	NODE_8_length_89732_cov_20.938943	49157	50494	-	1338	202
LIHFGKIE_00896	NODE_8_length_89732_cov_20.938943	50484	50771	-	288	47
LIHFGKIE_00897	NODE_8_length_89732_cov_20.938943	50970	51293	-	324	78
LIHFGKIE_00898	NODE_8_length_89732_cov_20.938943	51364	52275	-	912	208
LIHFGKIE_00899	NODE_8_length_89732_cov_20.938943	52554	53090	-	537	94
LIHFGKIE_00900	NODE_8_length_89732_cov_20.938943	53154	54065	-	912	165
LIHFGKIE_00901	NODE_8_length_89732_cov_20.938943	54176	55861	-	1686	380
LIHFGKIE_00902	NODE_8_length_89732_cov_20.938943	56225	56911	-	687	169
LIHFGKIE_00903	NODE_8_length_89732_cov_20.938943	57037	57885	-	849	171
LIHFGKIE_00904	NODE_8_length_89732_cov_20.938943	57888	59189	-	1302	240
LIHFGKIE_00906	NODE_8_length_89732_cov_20.938943	59485	59787	+	303	102
LIHFGKIE_00907	NODE_8_length_89732_cov_20.938943	59920	60198	+	279	57
LIHFGKIE_00908	NODE_8_length_89732_cov_20.938943	60313	60633	+	321	77
LIHFGKIE_00909	NODE_8_length_89732_cov_20.938943	61284	62930	-	1647	325
LIHFGKIE_00910	NODE_8_length_89732_cov_20.938943	63022	65436	-	2415	588
LIHFGKIE_00911	NODE_8_length_89732_cov_20.938943	65726	66391	+	666	140
LIHFGKIE_00912	NODE_8_length_89732_cov_20.938943	66434	67357	-	924	173
LIHFGKIE_00913	NODE_8_length_89732_cov_20.938943	67417	67581	-	165	7
LIHFGKIE_00914	NODE_8_length_89732_cov_20.938943	67609	68109	-	501	90
LIHFGKIE_00915	NODE_8_length_89732_cov_20.938943	68293	69513	-	1221	292
LIHFGKIE_00916	NODE_8_length_89732_cov_20.938943	69528	70427	-	900	135
LIHFGKIE_00917	NODE_8_length_89732_cov_20.938943	70487	71476	+	990	164
LIHFGKIE_00918	NODE_8_length_89732_cov_20.938943	71473	72174	-	702	87
LIHFGKIE_00919	NODE_8_length_89732_cov_20.938943	72184	73932	-	1749	308
LIHFGKIE_00920	NODE_8_length_89732_cov_20.938943	73922	75640	-	1719	258
LIHFGKIE_00921	NODE_8_length_89732_cov_20.938943	75640	76656	-	1017	182
LIHFGKIE_00922	NODE_8_length_89732_cov_20.938943	76658	78088	-	1431	310
LIHFGKIE_00923	NODE_8_length_89732_cov_20.938943	78415	79260	-	846	176
LIHFGKIE_00924	NODE_8_length_89732_cov_20.938943	79278	80315	-	1038	165
LIHFGKIE_00925	NODE_8_length_89732_cov_20.938943	80375	81274	-	900	160
LIHFGKIE_00926	NODE_8_length_89732_cov_20.938943	81298	83322	-	2025	525
LIHFGKIE_00927	NODE_8_length_89732_cov_20.938943	83604	85301	+	1698	357
LIHFGKIE_00928	NODE_8_length_89732_cov_20.938943	85303	86763	-	1461	252
LIHFGKIE_00929	NODE_8_length_89732_cov_20.938943	86787	87986	-	1200	254
LIHFGKIE_00932	NODE_8_length_89732_cov_20.938943	88445	89332	-	888	297
LIHFGKIE_00936	NODE_9_length_88023_cov_19.688860	224	499	-	276	53
LIHFGKIE_00937	NODE_9_length_88023_cov_19.688860	509	727	-	219	8
LIHFGKIE_00938	NODE_9_length_88023_cov_19.688860	775	1110	-	336	21
LIHFGKIE_00939	NODE_9_length_88023_cov_19.688860	1110	1355	-	246	39
LIHFGKIE_00940	NODE_9_length_88023_cov_19.688860	1757	2746	-	990	213
LIHFGKIE_00941	NODE_9_length_88023_cov_19.688860	2891	3805	-	915	193
LIHFGKIE_00942	NODE_9_length_88023_cov_19.688860	4095	5432	-	1338	266
LIHFGKIE_00943	NODE_9_length_88023_cov_19.688860	5568	6818	-	1251	211
LIHFGKIE_00944	NODE_9_length_88023_cov_19.688860	6811	7773	-	963	119
LIHFGKIE_00945	NODE_9_length_88023_cov_19.688860	7809	8210	-	402	44
LIHFGKIE_00946	NODE_9_length_88023_cov_19.688860	8269	8508	-	240	9
LIHFGKIE_00947	NODE_9_length_88023_cov_19.688860	8508	9194	-	687	74
LIHFGKIE_00948	NODE_9_length_88023_cov_19.688860	9228	9791	-	564	70
LIHFGKIE_00949	NODE_9_length_88023_cov_19.688860	9846	9995	-	150	8
LIHFGKIE_00950	NODE_9_length_88023_cov_19.688860	10071	12179	-	2109	388
LIHFGKIE_00951	NODE_9_length_88023_cov_19.688860	12267	14906	+	2640	411
LIHFGKIE_00952	NODE_9_length_88023_cov_19.688860	14969	15892	+	924	150
LIHFGKIE_00953	NODE_9_length_88023_cov_19.688860	16159	16407	+	249	55
LIHFGKIE_00954	NODE_9_length_88023_cov_19.688860	16410	16703	+	294	59
LIHFGKIE_00955	NODE_9_length_88023_cov_19.688860	17451	17735	+	285	38
LIHFGKIE_00956	NODE_9_length_88023_cov_19.688860	17780	18553	-	774	79
LIHFGKIE_00957	NODE_9_length_88023_cov_19.688860	18546	19472	-	927	105
LIHFGKIE_00958	NODE_9_length_88023_cov_19.688860	19478	20359	-	882	126
LIHFGKIE_00959	NODE_9_length_88023_cov_19.688860	20356	21075	-	720	85
LIHFGKIE_00960	NODE_9_length_88023_cov_19.688860	21075	21674	-	600	79
LIHFGKIE_00961	NODE_9_length_88023_cov_19.688860	21790	22383	-	594	119
LIHFGKIE_00962	NODE_9_length_88023_cov_19.688860	22588	23367	+	780	134
LIHFGKIE_00963	NODE_9_length_88023_cov_19.688860	23452	23937	-	486	78
LIHFGKIE_00964	NODE_9_length_88023_cov_19.688860	24047	24538	-	492	63
LIHFGKIE_00965	NODE_9_length_88023_cov_19.688860	24531	25349	-	819	102
LIHFGKIE_00966	NODE_9_length_88023_cov_19.688860	25346	26617	-	1272	216
LIHFGKIE_00967	NODE_9_length_88023_cov_19.688860	26813	28018	-	1206	198
LIHFGKIE_00968	NODE_9_length_88023_cov_19.688860	28029	29660	-	1632	386
LIHFGKIE_00969	NODE_9_length_88023_cov_19.688860	30058	30873	-	816	198
LIHFGKIE_00970	NODE_9_length_88023_cov_19.688860	31102	32655	+	1554	313
LIHFGKIE_00971	NODE_9_length_88023_cov_19.688860	32668	32844	+	177	28
LIHFGKIE_00972	NODE_9_length_88023_cov_19.688860	33202	34053	+	852	173
LIHFGKIE_00973	NODE_9_length_88023_cov_19.688860	34119	35030	-	912	147
LIHFGKIE_00974	NODE_9_length_88023_cov_19.688860	35092	35568	-	477	86
LIHFGKIE_00975	NODE_9_length_88023_cov_19.688860	35647	38067	-	2421	466
LIHFGKIE_00976	NODE_9_length_88023_cov_19.688860	38071	39120	-	1050	216
LIHFGKIE_00977	NODE_9_length_88023_cov_19.688860	39404	40273	-	870	164
LIHFGKIE_00978	NODE_9_length_88023_cov_19.688860	40280	41020	-	741	95
LIHFGKIE_00979	NODE_9_length_88023_cov_19.688860	41030	41701	-	672	59
LIHFGKIE_00980	NODE_9_length_88023_cov_19.688860	41682	42341	-	660	101
